filename,categories,sub_categories,IdMappings-bindata,IdMappings-borderfills,IdMappings-bullets,IdMappings-charshapes,IdMappings-cn-fonts,IdMappings-en-fonts,IdMappings-jp-fonts,IdMappings-ko-fonts,IdMappings-memoshapes,IdMappings-numberings,IdMappings-other-fonts,IdMappings-parashapes,IdMappings-styles,IdMappings-symbol-fonts,IdMappings-tabdefs,IdMappings-user-fonts,Style-local-name,PageDef-attr,PageDef-bookbinding,PageDef-bookbinding-offset,PageDef-bottom-offset,PageDef-footer-offset,PageDef-header-offset,PageDef-height,PageDef-left-offset,PageDef-orientation,PageDef-right-offset,PageDef-top-offset,PageDef-width,DocumentProperties-character-unit-loc-in-paragraph,DocumentProperties-endnote-startnum,DocumentProperties-footnote-startnum,DocumentProperties-list-id,DocumentProperties-math-startnum,DocumentProperties-page-startnum,DocumentProperties-paragraph-id,DocumentProperties-picture-startnum,DocumentProperties-section-count,DocumentProperties-table-startnum,FaceName-enname,FaceName-koname,PageBorderFill-borderfill-id,PageBorderFill-fill,PageBorderFill-flags,PageBorderFill-include-footer,PageBorderFill-include-header,PageBorderFill-margin-bottom,PageBorderFill-margin-left,PageBorderFill-margin-right,PageBorderFill-margin-top,PageBorderFill-relative-to,Numbering-align,Numbering-auto-indent,Numbering-auto-width,Numbering-charshape-id,Numbering-flags,Numbering-numbering-format,Numbering-space,Numbering-space-type,Numbering-starting-number,Numbering-unknown,Numbering-width-correction
20200204[고려대]국내유일4회연속AACSB인증쾌거.hwp.xml,0.0,-1.0,2.0,7.0,0.0,28.0,12.0,14.0,12.0,11.0,0.0,0.0,11.0,26.0,28.0,12.0,2.0,10.0,0.0013028492442630798,0.0,0.0,0.0,4251.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,27.0,1.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1.0,0.025274590519079706,-0.5263582579750045,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
20200324[고려대]국내대학최초네이처콘퍼런스한국유치성공.hwp.xml,0.0,-1.0,2.0,7.0,0.0,27.0,12.0,14.0,12.0,11.0,0.0,0.0,11.0,26.0,28.0,12.0,2.0,10.0,0.0013028492442630798,0.0,0.0,0.0,4251.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,13.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.025274590519079706,-0.5263582579750045,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
"20200324[고려대]왕건욱_이철호교수팀,새로운형태단분자다이오드발명.hwp.xml",0.0,-1.0,5.0,7.0,0.0,36.0,12.0,14.0,12.0,11.0,0.0,0.0,11.0,29.0,28.0,12.0,2.0,10.0,0.0013028492442630798,0.0,0.0,0.0,3685.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,4.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.025274590519079706,-0.5263582579750045,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
20200518[고려대]국가과학기술발전에이바지한고려대공과대학인기린다.hwp.xml,0.0,-1.0,2.0,7.0,0.0,26.0,12.0,14.0,12.0,11.0,0.0,0.0,11.0,26.0,28.0,12.0,2.0,10.0,0.0013028492442630798,0.0,0.0,0.0,4251.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,13.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.025274590519079706,-0.5263582579750045,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
20200520[고려대]기부자뜻따라미래가기대되는신진학자발굴·지원한다.hwp.xml,0.0,-1.0,2.0,7.0,0.0,30.0,12.0,14.0,12.0,11.0,0.0,0.0,11.0,27.0,28.0,12.0,2.0,10.0,0.0013028492442630798,0.0,0.0,0.0,4251.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,24.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.025274590519079706,-0.5263582579750045,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
20200624[고려대]유혁교수팀네트워크가상화세계적원천기술확보.hwp.xml,0.0,-1.0,2.0,7.0,0.0,35.0,12.0,14.0,12.0,11.0,0.0,0.0,11.0,26.0,28.0,12.0,2.0,10.0,0.0013028492442630798,0.0,0.0,0.0,4251.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,13.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.025274590519079706,-0.5263582579750045,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
20200803[고려대]손실되는실내광으로고효율전력생산한다.hwp.xml,0.0,-1.0,3.0,7.0,0.0,29.0,12.0,14.0,12.0,11.0,0.0,0.0,11.0,28.0,28.0,12.0,2.0,10.0,0.0013028492442630798,0.0,0.0,0.0,4251.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,13.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.025274590519079706,-0.5263582579750045,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
"20200804[고려대]음식물쓰레기,가축분뇨로고효율이산화탄소흡착제대량생산한다.hwp.xml",0.0,-1.0,5.0,7.0,0.0,30.0,12.0,14.0,12.0,11.0,0.0,0.0,11.0,26.0,28.0,12.0,2.0,10.0,0.0013028492442630798,0.0,0.0,0.0,4251.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,13.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.025274590519079706,-0.5263582579750045,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
20200925[고려대]문과대취창업멘토링.hwp.xml,0.0,-1.0,2.0,7.0,0.0,25.0,12.0,14.0,12.0,11.0,0.0,1.0,11.0,27.0,28.0,12.0,2.0,10.0,0.0013028492442630798,0.0,0.0,0.0,4251.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,11.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.025274590519079706,-0.5263582579750045,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,1.0,0.0,0.0
20200925[고려대]평생모은은퇴자금모교와후배위해기부한윤흥노교우.hwp.xml,0.0,-1.0,2.0,7.0,0.0,32.0,12.0,14.0,12.0,11.0,0.0,0.0,11.0,26.0,28.0,12.0,2.0,10.0,0.0013028492442630798,0.0,0.0,0.0,4251.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,13.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.025274590519079706,-0.5263582579750045,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
"20201029[고려대]연구,교육,인재육성등상호협력증진을위한다자간협약체결.hwp.xml",0.0,-1.0,2.0,7.0,0.0,29.0,12.0,14.0,12.0,11.0,0.0,0.0,11.0,26.0,28.0,12.0,2.0,10.0,0.0013028492442630798,0.0,0.0,0.0,4251.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,3.0,1.0,1.0,8.0,1.0,1.0,0.0,1.0,1.0,1.0,0.025274590519079706,-0.5263582579750045,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
"20201123[고려대]방광건강,과학적으로관리하는길열리다.hwp.xml",0.0,-1.0,6.0,10.0,0.0,32.0,8.0,9.0,8.0,7.0,0.0,1.0,9.0,28.0,17.0,9.0,1.0,8.0,-0.3898475300839934,0.0,0.0,0.0,4251.0,4251.0,8503.0,84188.0,4818.0,1.0,4818.0,1133.0,59528.0,13.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14050966065726886,-0.3777575230070134,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,1.0,0.0,0.0
"20201123[고려대]수상의기쁨,기부로나눠요.hwp.xml",0.0,-1.0,2.0,7.0,0.0,29.0,12.0,14.0,12.0,11.0,0.0,0.0,11.0,28.0,29.0,12.0,2.0,10.0,0.042436659655516865,0.0,0.0,0.0,4251.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,13.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.025274590519079706,-0.5263582579750045,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
20201215[고려대]UN지속가능개발목표수립위한난제해결모색한다.hwp.xml,0.0,-1.0,2.0,7.0,0.0,32.0,12.0,14.0,12.0,11.0,0.0,0.0,11.0,28.0,29.0,12.0,2.0,10.0,0.042436659655516865,0.0,0.0,0.0,4251.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,13.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.025274590519079706,-0.5263582579750045,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
"20201215[고려대]“선친께배운나눔,정서후원으로실천합니다”(1).hwp.xml",0.0,-1.0,2.0,8.0,0.0,32.0,12.0,14.0,12.0,11.0,0.0,0.0,11.0,28.0,29.0,12.0,2.0,10.0,0.042436659655516865,0.0,0.0,0.0,4251.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,13.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.025274590519079706,-0.5263582579750045,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
20210408[고려대]고려대공대생들의21세기형디지털‘농활’.hwp.xml,0.0,-1.0,2.0,8.0,0.0,33.0,12.0,14.0,12.0,11.0,0.0,0.0,11.0,27.0,29.0,12.0,2.0,10.0,0.042436659655516865,0.0,0.0,0.0,4251.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,6.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.025274590519079706,-0.5263582579750045,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
"20210527[고려대]고려대-지스트,미래사회새로운대학의모습위해손잡다(사전).hwp.xml",0.0,-1.0,2.0,7.0,0.0,30.0,12.0,14.0,12.0,11.0,0.0,0.0,11.0,28.0,28.0,12.0,2.0,10.0,0.0013028492442630798,0.0,0.0,0.0,4251.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,13.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.025274590519079706,-0.5263582579750045,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
20210727[고려대]과학도서관의새로운변신과공과대학후배들위해기부합니다..hwp.xml,0.0,-1.0,2.0,7.0,0.0,32.0,12.0,14.0,12.0,11.0,0.0,0.0,11.0,30.0,32.0,12.0,2.0,10.0,0.14243289194491868,0.0,0.0,0.0,4251.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,13.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.025274590519079706,-0.5263582579750045,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
20210727[고려대]홀로렌즈구글글래스를혁신할수있는핵심광학소재개발.hwp.xml,0.0,-1.0,5.0,7.0,0.0,32.0,12.0,14.0,12.0,11.0,0.0,0.0,11.0,28.0,28.0,12.0,2.0,10.0,0.0013028492442630798,0.0,0.0,0.0,4251.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,24.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.025274590519079706,-0.5263582579750045,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
20210928[고려대]꽃피는시기를조절하는시대가온다.hwp.xml,0.0,-1.0,8.0,10.0,0.0,70.0,13.0,16.0,13.0,12.0,0.0,1.0,12.0,57.0,32.0,13.0,2.0,11.0,0.14243289194491868,0.0,0.0,0.0,4251.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,14.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,4.255343172516557,3.699310760806957,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,1.0,0.0,0.0
"20210929[고려대]수소경제의필수적공정인물분해,속빈나노코일로쉽게.hwp.xml",0.0,-1.0,8.0,10.0,0.0,88.0,14.0,18.0,14.0,13.0,0.0,1.0,14.0,73.0,32.0,15.0,3.0,12.0,0.14243289194491868,0.0,0.0,0.0,4251.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,14.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.128134767536295,-0.293483210732836,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,1.0,0.0,0.0
20211019[고려대]모리스쿠랑을찾아서영상동시공개.hwp.xml,0.0,-1.0,2.0,8.0,0.0,39.0,12.0,14.0,12.0,11.0,0.0,0.0,11.0,32.0,32.0,12.0,2.0,10.0,0.14243289194491868,0.0,0.0,0.0,4251.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,13.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.025274590519079706,-0.5263582579750045,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
20211020[고려대]정경대학후배들수학할공간조성에동참하고파.hwp.xml,0.0,-1.0,2.0,7.0,0.0,34.0,12.0,14.0,12.0,11.0,0.0,0.0,11.0,32.0,32.0,12.0,2.0,10.0,0.14243289194491868,0.0,0.0,0.0,4251.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,14.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.025274590519079706,-0.5263582579750045,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
"20211102[고려대]목영준前헌법재판관,법학전문대학원석좌교수로임용.hwp.xml",0.0,-1.0,2.0,7.0,0.0,29.0,12.0,14.0,12.0,11.0,0.0,0.0,11.0,30.0,28.0,12.0,2.0,10.0,0.0013028492442630798,0.0,0.0,0.0,4251.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,13.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.025274590519079706,-0.5263582579750045,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
20211102[고려대]인공지능(AI)혁신허브현판식열려.hwp.xml,0.0,-1.0,2.0,16.0,0.0,44.0,12.0,14.0,12.0,11.0,0.0,0.0,11.0,38.0,32.0,12.0,2.0,10.0,0.14243289194491868,0.0,0.0,0.0,3401.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,13.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.025274590519079706,-0.5263582579750045,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
"20211116[고려대]강재우교수팀,AI자연어처리기술국제대회석권-최종2111151628.hwp.xml",0.0,-1.0,2.0,7.0,0.0,33.0,12.0,14.0,12.0,11.0,0.0,0.0,11.0,33.0,32.0,12.0,2.0,10.0,0.14243289194491868,0.0,0.0,0.0,4251.0,4251.0,6519.0,84188.0,4818.0,1.0,4818.0,3685.0,59528.0,14.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.025274590519079706,-0.5263582579750045,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
